country_code,indicator,year,weeknum,last_year,country,continent,population,weekly_count,year_week,cumulative_count,source,rate_14_day,log_scale
ITA,deaths,2021,52,True,Italy,Europe,59641488,688.0,2021-52,138087.0,TESSy COVID-19,26.6928283211177,1.4263945932396143
JAM,cases,2021,52,True,Jamaica,America,2961161,287.0,2021-52,95946.0,Epidemic intelligence national data,130.252964968808,2.114787617997946
JAM,deaths,2021,52,True,Jamaica,America,2961161,21.0,2021-52,2477.0,Epidemic intelligence national data,9.45575063294431,0.9756960104741229
JEY,cases,2021,52,True,Jersey,Europe,107796,873.0,2021-52,19422.0,Epidemic intelligence national data,2722.73553749675,3.4350054598549726
JEY,deaths,2021,52,True,Jersey,Europe,107796,3.0,2021-52,89.0,Epidemic intelligence national data,18.5535641396712,1.2684273499353205
JOR,cases,2021,52,True,Jordan,Asia,10203140,30210.0,2021-52,1065571.0,Epidemic intelligence national data,248.237307338721,2.394867051754818
JOR,deaths,2021,52,True,Jordan,Asia,10203140,286.0,2021-52,12710.0,Epidemic intelligence national data,43.3199975693757,1.6366884235856292
JPN,cases,2021,52,True,Japan,Asia,126476458,1144.0,2021-52,1734808.0,Epidemic intelligence national data,3.82996177834139,0.5831944398855283
JPN,deaths,2021,52,True,Japan,Asia,126476458,6.0,2021-52,18395.0,Epidemic intelligence national data,0.126505756510038,-0.8978897119295604
KAZ,cases,2021,52,True,Kazakhstan,Asia,18776707,3125.0,2021-52,1073789.0,Epidemic intelligence national data,36.5079989797998,1.5623880297219348
KAZ,deaths,2021,52,True,Kazakhstan,Asia,18776707,67.0,2021-52,18244.0,Epidemic intelligence national data,6.81695677522156,0.8335905402442721
KEN,cases,2021,52,True,Kenya,Africa,53771300,8392.0,2021-52,299732.0,Epidemic intelligence national data,65.0997837136168,1.8135795456781953
KEN,deaths,2021,52,True,Kenya,Africa,53771300,5.0,2021-52,5394.0,Epidemic intelligence national data,0.762488539425307,-0.11776667959003395
KGZ,cases,2021,52,True,Kyrgyzstan,Asia,6524191,278.0,2021-52,184827.0,Epidemic intelligence national data,8.55278455213834,0.9321075321254686
KGZ,deaths,2021,52,True,Kyrgyzstan,Asia,6524191,16.0,2021-52,2805.0,Epidemic intelligence national data,2.91223846757399,0.4642269341407193
KHM,cases,2021,52,True,Cambodia,Asia,16718971,46.0,2021-52,120510.0,Epidemic intelligence national data,0.562235558635756,-0.25008169086849596
KHM,deaths,2021,52,True,Cambodia,Asia,16718971,16.0,2021-52,3013.0,Epidemic intelligence national data,0.478498347775111,-0.3201195574762515
KNA,cases,2021,52,True,Saint Kitts And Nevis,America,53192,5.0,2021-52,3252.0,Epidemic intelligence national data,847.87186043014,2.9283302219346266
KNA,deaths,2021,52,True,Saint Kitts And Nevis,America,53192,0.0,2021-52,28.0,Epidemic intelligence national data,0.0,-inf
KOR,cases,2021,52,True,South Korea,Asia,51269183,47326.0,2021-52,642207.0,Epidemic intelligence national data,140.031488311409,2.1462257046941726
KOR,deaths,2021,52,True,South Korea,Asia,51269183,483.0,2021-52,5730.0,Epidemic intelligence national data,18.6076692503565,1.269691977907714
KWT,cases,2021,52,True,Kuwait,Asia,4270563,387.0,2021-52,418332.0,Epidemic intelligence national data,99.1438365386484,1.9962657206547305
KWT,deaths,2021,52,True,Kuwait,Asia,4270563,0.0,2021-52,2468.0,Epidemic intelligence national data,0.468322326587853,-0.3294551373646812
LAO,cases,2021,52,True,Laos,Asia,7275556,5234.0,2021-52,107740.0,Epidemic intelligence national data,181.237007865791,2.2582468835772054
LAO,deaths,2021,52,True,Laos,Asia,7275556,15.0,2021-52,342.0,Epidemic intelligence national data,10.9957232134561,1.0412237991614632
LBN,cases,2021,52,True,Lebanon,Asia,6825442,10889.0,2021-52,732733.0,Epidemic intelligence national data,465.757382452301,2.668159747374802
LBN,deaths,2021,52,True,Lebanon,Asia,6825442,88.0,2021-52,9154.0,Epidemic intelligence national data,31.9393234899659,1.5043257130646341
LBR,cases,2021,52,True,Liberia,Africa,5057677,77.0,2021-52,6404.0,Epidemic intelligence national data,9.64869840442559,0.9844687315923555
LBR,deaths,2021,52,True,Liberia,Africa,5057677,0.0,2021-52,287.0,Epidemic intelligence national data,0.0,-inf
LBY,cases,2021,52,True,Libya,Africa,6871287,4236.0,2021-52,390294.0,Epidemic intelligence national data,115.742509372698,2.0634928939157415
LBY,deaths,2021,52,True,Libya,Africa,6871287,54.0,2021-52,5727.0,Epidemic intelligence national data,17.46397727238,1.2421431575106123
LCA,cases,2021,52,True,Saint Lucia,America,183629,80.0,2021-52,13816.0,Epidemic intelligence national data,353.974590070196,2.548972087482354
LCA,deaths,2021,52,True,Saint Lucia,America,183629,10.0,2021-52,301.0,Epidemic intelligence national data,43.5661033932549,1.639148717831442
LIE,cases,2021,52,True,Liechtenstein,Europe,38747,295.0,2021-52,6238.0,TESSy COVID-19,1450.43487237722,3.161498232826927
LIE,deaths,2021,52,True,Liechtenstein,Europe,38747,0.0,2021-52,68.0,TESSy COVID-19,25.8084496864273,1.4117619172578642
LKA,cases,2021,52,True,Sri Lanka,Asia,21413250,7497.0,2021-52,587935.0,Epidemic intelligence national data,38.5275471962453,1.5857713611271034
LKA,deaths,2021,52,True,Sri Lanka,Asia,21413250,157.0,2021-52,15019.0,Epidemic intelligence national data,12.4689152744212,1.095828673941753
LSO,cases,2021,52,True,Lesotho,Africa,2142252,2426.0,2021-52,29756.0,Epidemic intelligence national data,197.362401808938,2.295264421676356
LSO,deaths,2021,52,True,Lesotho,Africa,2142252,1.0,2021-52,671.0,Epidemic intelligence national data,2.80079094336241,0.44728069342461074
LTU,cases,2021,52,True,Lithuania,Europe,2794090,12260.0,2021-52,509376.0,TESSy COVID-19,774.098185813628,2.888796049639792
LTU,deaths,2021,52,True,Lithuania,Europe,2794090,146.0,2021-52,7461.0,Epidemic intelligence national data,104.506297220204,2.019142460452696
LUX,cases,2021,52,True,Luxembourg,Europe,626108,5640.0,2021-52,109652.0,TESSy COVID-19,1325.80960473273,3.122481160908179
LUX,deaths,2021,52,True,Luxembourg,Europe,626108,8.0,2021-52,914.0,Epidemic intelligence national data,25.5546966338076,1.4074707297034892
LVA,cases,2021,52,True,Latvia,Europe,1907675,5590.0,2021-52,277019.0,TESSy COVID-19,518.012764228708,2.7143404612236033
LVA,deaths,2021,52,True,Latvia,Europe,1907675,72.0,2021-52,4887.0,TESSy COVID-19,73.387762590588,1.865623647348443
MAR,cases,2021,52,True,Morocco,Africa,36910558,1332.0,2021-52,966777.0,Epidemic intelligence national data,37.8292845098684,1.577828127273327
MAR,deaths,2021,52,True,Morocco,Africa,36910558,13.0,2021-52,14855.0,Epidemic intelligence national data,1.24625588158272,0.09560722093487177
MCO,cases,2021,52,True,Monaco,Europe,39244,309.0,2021-52,5289.0,Epidemic intelligence national data,2206.70675772093,3.3437446249762957
MCO,deaths,2021,52,True,Monaco,Europe,39244,1.0,2021-52,39.0,Epidemic intelligence national data,50.9632045663031,1.707256728622929
MDA,cases,2021,52,True,Moldova,Europe,4033963,2541.0,2021-52,376844.0,Epidemic intelligence national data,115.122523434152,2.0611603005734116
MDA,deaths,2021,52,True,Moldova,Europe,4033963,125.0,2021-52,10306.0,Epidemic intelligence national data,201.538784564955,2.3043586351009413
MDG,cases,2021,52,True,Madagascar,Africa,27691019,994.0,2021-52,52434.0,Epidemic intelligence national data,23.9788936622376,1.379829141754103
MDG,deaths,2021,52,True,Madagascar,Africa,27691019,8.0,2021-52,1067.0,Epidemic intelligence national data,3.14181287441968,0.49718031500470344
MDV,cases,2021,52,True,Maldives,Asia,540542,838.0,2021-52,96052.0,Epidemic intelligence national data,387.573953550325,2.5883545831118093
MDV,deaths,2021,52,True,Maldives,Asia,540542,1.0,2021-52,262.0,Epidemic intelligence national data,5.54998501504046,0.7442918105291582
MEX,cases,2021,52,True,Mexico,America,128932753,15115.0,2021-52,3990587.0,Epidemic intelligence national data,43.8096594431673,1.641569877178904
MEX,deaths,2021,52,True,Mexico,America,128932753,1195.0,2021-52,299544.0,Epidemic intelligence national data,12.626737288391,1.1012911446405658
MHL,cases,2021,52,True,Marshall Islands,Oceania,59194,0.0,2021-52,4.0,Epidemic intelligence national data,0.0,-inf
MHL,deaths,2021,52,True,Marshall Islands,Oceania,59194,0.0,2021-52,0.0,Epidemic intelligence national data,0.0,-inf
MKD,cases,2021,52,True,North Macedonia,Europe,2076255,1877.0,2021-52,225730.0,Epidemic intelligence national data,214.087383293478,2.3305910739853513
MKD,deaths,2021,52,True,North Macedonia,Europe,2076255,83.0,2021-52,7975.0,Epidemic intelligence national data,77.0618252574949,1.8868392913350438
MLI,cases,2021,52,True,Mali,Africa,20250834,715.0,2021-52,21549.0,Epidemic intelligence national data,11.0760870391807,1.0443863599019374
MLI,deaths,2021,52,True,Mali,Africa,20250834,10.0,2021-52,668.0,Epidemic intelligence national data,1.4320397866083,0.15595508421792748
MLT,cases,2021,52,True,Malta,Europe,514564,7596.0,2021-52,54089.0,TESSy COVID-19,2443.4278340498,3.387999516788878
MLT,deaths,2021,52,True,Malta,Europe,514564,4.0,2021-52,479.0,Epidemic intelligence national data,15.5471428238276,1.1916505882273158
MMR,cases,2021,52,True,Myanmar,Asia,54409794,1592.0,2021-52,531025.0,Epidemic intelligence national data,5.09467100720874,0.7071161443057381
MMR,deaths,2021,52,True,Myanmar,Asia,54409794,37.0,2021-52,19274.0,Epidemic intelligence national data,0.992468378027676,-0.0032833218110628402
MNE,cases,2021,52,True,Montenegro,Europe,621873,1207.0,2021-52,173161.0,Epidemic intelligence national data,1956.34800031518,3.2914461107653223
MNE,deaths,2021,52,True,Montenegro,Europe,621873,25.0,2021-52,2416.0,Epidemic intelligence national data,65.9298602769376,1.8190821553581529
MNG,cases,2021,52,True,Mongolia,Asia,3278292,1073.0,2021-52,388190.0,Epidemic intelligence national data,54.6321072070456,1.7374479519468153
MNG,deaths,2021,52,True,Mongolia,Asia,3278292,5.0,2021-52,1981.0,Epidemic intelligence national data,3.96547958510102,0.5982957184046204
MNP,cases,2021,52,True,Northern Mariana Islands,Oceania,57557,297.0,2021-52,2963.0,Epidemic intelligence national data,1316.95536598502,3.1195710561805448
MNP,deaths,2021,52,True,Northern Mariana Islands,Oceania,57557,0.0,2021-52,12.0,Epidemic intelligence national data,104.244488072693,2.018053100932135
MOZ,cases,2021,52,True,Mozambique,Africa,31255435,6783.0,2021-52,192453.0,Epidemic intelligence national data,102.369395914663,2.0101701405076193
MOZ,deaths,2021,52,True,Mozambique,Africa,31255435,8.0,2021-52,2019.0,Epidemic intelligence national data,2.14362718036079,0.33114925509198384
MRT,cases,2021,52,True,Mauritania,Africa,4649660,305.0,2021-52,42182.0,Epidemic intelligence national data,45.1430857309997,1.6545912417187774
MRT,deaths,2021,52,True,Mauritania,Africa,4649660,4.0,2021-52,872.0,Epidemic intelligence national data,4.08632029008573,0.6113324040892061
MSR,cases,2021,52,True,Montserrat,America,4999,0.0,2021-52,53.0,Epidemic intelligence national data,180.03600720144,2.255359372686734
MSR,deaths,2021,52,True,Montserrat,America,4999,0.0,2021-52,1.0,Epidemic intelligence national data,0.0,-inf
MUS,cases,2021,52,True,Mauritius,Africa,1271767,3111.0,2021-52,68310.0,Epidemic intelligence national data,194.847012070607,2.289693750384305
MUS,deaths,2021,52,True,Mauritius,Africa,1271767,60.0,2021-52,786.0,Epidemic intelligence national data,31.4523021905742,1.497652439672223
MWI,cases,2021,52,True,Malawi,Africa,19129955,2476.0,2021-52,76066.0,Epidemic intelligence national data,59.2003483541911,1.7723242622610587
MWI,deaths,2021,52,True,Malawi,Africa,19129955,3.0,2021-52,2371.0,Epidemic intelligence national data,3.13644229691079,0.4964373019598333
MYS,cases,2021,52,True,Malaysia,Asia,32365998,27316.0,2021-52,2764354.0,Epidemic intelligence national data,140.267573396007,2.146957283837686
MYS,deaths,2021,52,True,Malaysia,Asia,32365998,256.0,2021-52,31532.0,Epidemic intelligence national data,12.2659588621367,1.0887015038067989
NAM,cases,2021,52,True,Namibia,Africa,2540916,6428.0,2021-52,149741.0,Epidemic intelligence national data,402.335220841618,2.6045880528238583
NAM,deaths,2021,52,True,Namibia,Africa,2540916,5.0,2021-52,3656.0,Epidemic intelligence national data,28.7297966560091,1.458332552149772
NCL,cases,2021,52,True,New Caledonia,Oceania,285491,130.0,2021-52,12854.0,Epidemic intelligence national data,117.341702540535,2.0694523852148574
NCL,deaths,2021,52,True,New Caledonia,Oceania,285491,0.0,2021-52,281.0,Epidemic intelligence national data,3.50273738926971,0.5444075781780131
NER,cases,2021,52,True,Niger,Africa,24206636,38.0,2021-52,7307.0,Epidemic intelligence national data,0.446158648397076,-0.35051068417585696
NER,deaths,2021,52,True,Niger,Africa,24206636,4.0,2021-52,274.0,Epidemic intelligence national data,0.0826219719253844,-1.0829044439988258
NGA,cases,2021,52,True,Nigeria,Africa,206139587,6424.0,2021-52,243450.0,Epidemic intelligence national data,9.48143938990234,0.9768742731650085
NGA,deaths,2021,52,True,Nigeria,Africa,206139587,4.0,2021-52,3039.0,Epidemic intelligence national data,0.261958417526082,-0.5817676417802882
NIC,cases,2021,52,True,Nicaragua,America,6624554,63.0,2021-52,17487.0,Epidemic intelligence national data,1.44915416192547,0.1611145884471887
NIC,deaths,2021,52,True,Nicaragua,America,6624554,0.0,2021-52,212.0,Epidemic intelligence national data,0.301907117067806,-0.5201266489283989
NLD,cases,2021,52,True,Netherlands,Europe,17407585,100933.0,2021-52,3165633.0,TESSy COVID-19,1069.31547368575,3.029105851390749
NLD,deaths,2021,52,True,Netherlands,Europe,17407585,247.0,2021-52,20957.0,Epidemic intelligence national data,28.3784338838501,1.4529884244417726
NOR,cases,2021,52,True,Norway,Europe,5367580,25104.0,2021-52,402572.0,TESSy COVID-19,892.022103070658,2.950375615724431
NOR,deaths,2021,52,True,Norway,Europe,5367580,49.0,2021-52,1305.0,Epidemic intelligence national data,18.2577623435515,1.2614475496825537
NPL,cases,2021,52,True,Nepal,Asia,29136808,1514.0,2021-52,828986.0,Epidemic intelligence national data,11.1542760620861,1.0474413888337752
NPL,deaths,2021,52,True,Nepal,Asia,29136808,19.0,2021-52,11596.0,Epidemic intelligence national data,0.789379536701481,-0.10271413612750457
NZL,cases,2021,52,True,New Zealand,Oceania,4822233,508.0,2021-52,13934.0,Epidemic intelligence national data,16.7764602000774,1.2247003308819964
NZL,deaths,2021,52,True,New Zealand,Oceania,4822233,2.0,2021-52,51.0,Epidemic intelligence national data,0.414745616812792,-0.3822181950662937
OMN,cases,2021,52,True,Oman,Asia,5106622,150.0,2021-52,306008.0,Epidemic intelligence national data,22.2064605525923,1.3464793426558845
OMN,deaths,2021,52,True,Oman,Asia,5106622,0.0,2021-52,4117.0,Epidemic intelligence national data,0.783296668521774,-0.10607372057304093
PAK,cases,2021,52,True,Pakistan,Asia,220892331,2174.0,2021-52,1295933.0,Epidemic intelligence national data,2.02179948021826,0.305738080556141
PAK,deaths,2021,52,True,Pakistan,Asia,220892331,42.0,2021-52,28933.0,Epidemic intelligence national data,0.248990083770722,-0.6038179486850338
PAN,cases,2021,52,True,Panama,America,4314768,2605.0,2021-52,498785.0,Epidemic intelligence national data,356.890567465041,2.552535069804869
PAN,deaths,2021,52,True,Panama,America,4314768,12.0,2021-52,7433.0,Epidemic intelligence national data,8.11167599277644,0.90911059517472
PER,cases,2021,52,True,Peru,America,32971846,10887.0,2021-52,2304674.0,Epidemic intelligence national data,116.672266393577,2.066967634248919
PER,deaths,2021,52,True,Peru,America,32971846,447.0,2021-52,202818.0,Epidemic intelligence national data,15.8620175527934,1.20035842612902
PHL,cases,2021,52,True,Philippines,Asia,109581085,774.0,2021-52,2851931.0,Epidemic intelligence national data,13.0989759774691,1.1172373456773281
PHL,deaths,2021,52,True,Philippines,Asia,109581085,398.0,2021-52,51570.0,Epidemic intelligence national data,7.58342555195543,0.8798654275651421
PLW,cases,2021,52,True,Palau,Oceania,18092,0.0,2021-52,10.0,Epidemic intelligence national data,11.054609772275,1.0435434165900987
PLW,deaths,2021,52,True,Palau,Oceania,18092,0.0,2021-52,0.0,Epidemic intelligence national data,0.0,-inf
PNG,cases,2021,52,True,Papua New Guinea,Oceania,8947027,50.0,2021-52,36192.0,Epidemic intelligence national data,2.07890285789905,0.3178341962751604
PNG,deaths,2021,52,True,Papua New Guinea,Oceania,8947027,2.0,2021-52,590.0,Epidemic intelligence national data,0.111768970854788,-0.9516787479427544
POL,cases,2021,52,True,Poland,Europe,37958138,78982.0,2021-52,4105613.0,TESSy COVID-19,435.782703566756,2.639269988887325
POL,deaths,2021,52,True,Poland,Europe,37958138,3266.0,2021-52,97974.0,TESSy COVID-19,160.835075735275,2.2063807679018046
PRI,cases,2021,52,True,Puerto Rico,America,2860840,6349.0,2021-52,303099.0,Epidemic intelligence national data,3748.26973895779,3.573830836731667
PRI,deaths,2021,52,True,Puerto Rico,America,2860840,9.0,2021-52,3314.0,Epidemic intelligence national data,10.1368828735616,1.0059044284754453
PRT,cases,2021,52,True,Portugal,Europe,10295909,148433.0,2021-52,1434548.0,TESSy COVID-19,2007.62263924438,3.3026820844215914
PRT,deaths,2021,52,True,Portugal,Europe,10295909,110.0,2021-52,19002.0,TESSy COVID-19,19.7165689789993,1.294831342495175
PRY,cases,2021,52,True,Paraguay,America,7132530,875.0,2021-52,465564.0,Epidemic intelligence national data,13.0949326536306,1.1171032692193024
PRY,deaths,2021,52,True,Paraguay,America,7132530,70.0,2021-52,16607.0,Epidemic intelligence national data,4.48648656227173,0.6519063713091153
PSE,cases,2021,52,True,Palestine,Asia,5101416,1576.0,2021-52,470656.0,Epidemic intelligence national data,84.8979969482983,1.928897443782667
PSE,deaths,2021,52,True,Palestine,Asia,5101416,21.0,2021-52,4947.0,Epidemic intelligence national data,15.6819204707085,1.1953992470447674
PYF,cases,2021,52,True,French Polynesia,Oceania,280904,8.0,2021-52,46382.0,Epidemic intelligence national data,14.2397402671375,1.1535020678417303
PYF,deaths,2021,52,True,French Polynesia,Oceania,280904,0.0,2021-52,636.0,Epidemic intelligence national data,0.0,-inf
QAT,cases,2021,52,True,Qatar,Asia,2881060,1014.0,2021-52,252359.0,Epidemic intelligence national data,202.078401699375,2.3055198982553624
QAT,deaths,2021,52,True,Qatar,Asia,2881060,1.0,2021-52,618.0,Epidemic intelligence national data,1.38837788869375,0.14250768848053333
ROU,cases,2021,52,True,Romania,Europe,19328838,9351.0,2021-52,1797288.0,TESSy COVID-19,71.2665707064232,1.8528858613771528
ROU,deaths,2021,52,True,Romania,Europe,19328838,165.0,2021-52,57034.0,TESSy COVID-19,18.2628671211379,1.2615689592411539
RUS,cases,2021,52,True,Russia,Europe,145934460,168336.0,2021-52,10554309.0,Epidemic intelligence national data,232.651698577567,2.366706227641569
RUS,deaths,2021,52,True,Russia,Europe,145934460,7618.0,2021-52,311353.0,Epidemic intelligence national data,89.9787479941338,1.954139945897542
RWA,cases,2021,52,True,Rwanda,Africa,12952209,948.0,2021-52,113582.0,Epidemic intelligence national data,92.648288797687,1.9668374023641986
RWA,deaths,2021,52,True,Rwanda,Africa,12952209,0.0,2021-52,1355.0,Epidemic intelligence national data,0.849275980645464,-0.07095115852520131
SAU,cases,2021,52,True,Saudi Arabia,Asia,34813867,602.0,2021-52,559852.0,Epidemic intelligence national data,25.880491816666,1.4129725251355594
SAU,deaths,2021,52,True,Saudi Arabia,Asia,34813867,9.0,2021-52,8881.0,Epidemic intelligence national data,0.545759538864212,-0.26299866489067375
SDN,cases,2021,52,True,Sudan,Africa,43849269,949.0,2021-52,46988.0,Epidemic intelligence national data,2.64998716398214,0.4232437703046466
SDN,deaths,2021,52,True,Sudan,Africa,43849269,50.0,2021-52,3337.0,Epidemic intelligence national data,0.980632083057075,-0.008493902170078432
SEN,cases,2021,52,True,Senegal,Africa,16743930,75.0,2021-52,75671.0,Epidemic intelligence national data,9.01819345876386,0.955119547578717
SEN,deaths,2021,52,True,Senegal,Africa,16743930,0.0,2021-52,1890.0,Epidemic intelligence national data,0.23889254195401,-0.6217974083864892
SGP,cases,2021,52,True,Singapore,Asia,5850343,2209.0,2021-52,280290.0,Epidemic intelligence national data,74.8674052102586,1.8742927814064612
SGP,deaths,2021,52,True,Singapore,Asia,5850343,15.0,2021-52,829.0,Epidemic intelligence national data,2.7348823821099,0.4369386535582859
SLB,cases,2021,52,True,Solomon Islands,Oceania,686878,0.0,2021-52,24.0,Epidemic intelligence national data,0.582345045262769,-0.23481961526304332
SLB,deaths,2021,52,True,Solomon Islands,Oceania,686878,0.0,2021-52,0.0,Epidemic intelligence national data,0.0,-inf
SLE,cases,2021,52,True,Sierra Leone,Africa,7976985,84.0,2021-52,7179.0,Epidemic intelligence national data,8.44930760180695,0.9268211211348807
SLE,deaths,2021,52,True,Sierra Leone,Africa,7976985,0.0,2021-52,123.0,Epidemic intelligence national data,0.250721293822165,-0.6008087797364574
SLV,cases,2021,52,True,El Salvador,America,6486201,330.0,2021-52,122063.0,Epidemic intelligence national data,8.21744500363156,0.9147368061884945
SLV,deaths,2021,52,True,El Salvador,America,6486201,9.0,2021-52,3826.0,Epidemic intelligence national data,2.62094868783746,0.4184585185401965
SMR,cases,2021,52,True,San Marino,Europe,34453,560.0,2021-52,8487.0,Epidemic intelligence national data,3851.62395147012,3.5856438787189133
SMR,deaths,2021,52,True,San Marino,Europe,34453,2.0,2021-52,102.0,Epidemic intelligence national data,174.150291701739,2.2409242062381227
SOM,cases,2021,52,True,Somalia,Africa,15893219,95.0,2021-52,23532.0,Epidemic intelligence national data,2.28399294063714,0.3586947572589796
SOM,deaths,2021,52,True,Somalia,Africa,15893219,0.0,2021-52,1333.0,Epidemic intelligence national data,0.0,-inf
SRB,cases,2021,52,True,Serbia,Europe,6926705,8414.0,2021-52,1302856.0,Epidemic intelligence national data,294.440141452538,2.468997017699875
SRB,deaths,2021,52,True,Serbia,Europe,6926705,223.0,2021-52,12760.0,Epidemic intelligence national data,51.8283945974313,1.7145677566250803
SSD,cases,2021,52,True,South Sudan,Africa,11193729,568.0,2021-52,15655.0,Epidemic intelligence national data,19.6181272567882,1.2926575473425297
SSD,deaths,2021,52,True,South Sudan,Africa,11193729,0.0,2021-52,136.0,Epidemic intelligence national data,0.268007202961587,-0.5718535337158628
STP,cases,2021,52,True,Sao Tome And Principe,Africa,219161,6.0,2021-52,3897.0,Epidemic intelligence national data,70.7242620721753,1.8495684247800823
STP,deaths,2021,52,True,Sao Tome And Principe,Africa,219161,0.0,2021-52,57.0,Epidemic intelligence national data,0.0,-inf
SUR,cases,2021,52,True,Suriname,America,586634,214.0,2021-52,51683.0,Epidemic intelligence national data,45.5138979329531,1.658144031249749
SUR,deaths,2021,52,True,Suriname,America,586634,8.0,2021-52,1187.0,Epidemic intelligence national data,3.40928074404143,0.5326627655491549
SVK,cases,2021,52,True,Slovakia,Europe,5457873,19839.0,2021-52,1237518.0,TESSy COVID-19,729.551603710823,2.8630560164683003
SVK,deaths,2021,52,True,Slovakia,Europe,5457873,329.0,2021-52,16787.0,Epidemic intelligence national data,120.559785835984,2.0812024678207344
SVN,cases,2021,52,True,Slovenia,Europe,2095861,10804.0,2021-52,467565.0,TESSy COVID-19,878.159381752893,2.9435733454436797
SVN,deaths,2021,52,True,Slovenia,Europe,2095861,17.0,2021-52,6073.0,TESSy COVID-19,31.9677688549002,1.5047123263618205
SWE,cases,2021,52,True,Sweden,Europe,10327589,59466.0,2021-52,1347621.0,TESSy COVID-19,847.361373501599,2.9280686630430086
SWE,deaths,2021,52,True,Sweden,Europe,10327589,20.0,2021-52,15326.0,TESSy COVID-19,5.0350570689829,0.7020043973531724
SWZ,cases,2021,52,True,Eswatini,Africa,1160164,7393.0,2021-52,66286.0,Epidemic intelligence national data,538.716940018825,2.7313606322027724
SWZ,deaths,2021,52,True,Eswatini,Africa,1160164,11.0,2021-52,1310.0,Epidemic intelligence national data,42.2354080974759,1.6256766948872112
SXM,cases,2021,52,True,Sint Maarten,America,42882,64.0,2021-52,5495.0,Epidemic intelligence national data,1863.25264679819,3.2702717468291804
SXM,deaths,2021,52,True,Sint Maarten,America,42882,0.0,2021-52,75.0,Epidemic intelligence national data,0.0,-inf
SYC,cases,2021,52,True,Seychelles,Africa,98340,290.0,2021-52,25251.0,Epidemic intelligence national data,1141.95647752695,3.057649552307316
SYC,deaths,2021,52,True,Seychelles,Africa,98340,0.0,2021-52,126.0,Epidemic intelligence national data,0.0,-inf
SYR,cases,2021,52,True,Syria,Asia,17500657,479.0,2021-52,50337.0,Epidemic intelligence national data,3.34844571835217,0.5248432629821577
SYR,deaths,2021,52,True,Syria,Asia,17500657,31.0,2021-52,2905.0,Epidemic intelligence national data,3.42844271503636,0.5350968973477117
TCA,cases,2021,52,True,Turks And Caicos Islands,America,38718,35.0,2021-52,3560.0,Epidemic intelligence national data,1002.11787798957,3.0009188101034407
TCA,deaths,2021,52,True,Turks And Caicos Islands,America,38718,0.0,2021-52,26.0,Epidemic intelligence national data,25.8277803605558,1.412087084509231
TCD,cases,2021,52,True,Chad,Africa,16425859,0.0,2021-52,6185.0,Epidemic intelligence national data,2.93439752526793,0.4675189477266585
TCD,deaths,2021,52,True,Chad,Africa,16425859,0.0,2021-52,184.0,Epidemic intelligence national data,0.182638850120411,-0.7384068357925276
TGO,cases,2021,52,True,Togo,Africa,8278737,342.0,2021-52,31390.0,Epidemic intelligence national data,56.1438296687043,1.749302033294136
TGO,deaths,2021,52,True,Togo,Africa,8278737,2.0,2021-52,250.0,Epidemic intelligence national data,0.603956859603101,-0.21899408175211973
THA,cases,2021,52,True,Thailand,Asia,69799978,22009.0,2021-52,2232485.0,Epidemic intelligence national data,55.0601892739852,1.7408376999833204
THA,deaths,2021,52,True,Thailand,Asia,69799978,214.0,2021-52,21738.0,Epidemic intelligence national data,4.72779518641109,0.6746586541383955
TJK,cases,2021,52,True,Tajikistan,Asia,9537642,0.0,2021-52,17493.0,Epidemic intelligence national data,0.0,-inf
TJK,deaths,2021,52,True,Tajikistan,Asia,9537642,0.0,2021-52,125.0,Epidemic intelligence national data,0.0,-inf
TLS,cases,2021,52,True,Timor Leste,Asia,1318442,4.0,2021-52,19839.0,Epidemic intelligence national data,0.455082589905358,-0.3419097789797931
TLS,deaths,2021,52,True,Timor Leste,Asia,1318442,0.0,2021-52,122.0,Epidemic intelligence national data,0.0,-inf
TON,cases,2021,52,True,Tonga,Oceania,105697,0.0,2021-52,1.0,Epidemic intelligence national data,0.0,-inf
TON,deaths,2021,52,True,Tonga,Oceania,105697,0.0,2021-52,0.0,Epidemic intelligence national data,0.0,-inf
TTO,cases,2021,52,True,Trinidad And Tobago,America,1399491,4766.0,2021-52,92997.0,Epidemic intelligence national data,511.614579872254,2.708942912405214
TTO,deaths,2021,52,True,Trinidad And Tobago,America,1399491,183.0,2021-52,2936.0,Epidemic intelligence national data,231.512742847221,2.3645749003039707
TUN,cases,2021,52,True,Tunisia,Africa,11818618,1441.0,2021-52,728802.0,Epidemic intelligence national data,65.1429803383103,1.8138676239690035
TUN,deaths,2021,52,True,Tunisia,Africa,11818618,38.0,2021-52,25588.0,Epidemic intelligence national data,9.56118558024297,0.9805117478234849
TUR,cases,2021,52,True,Turkey,Europe,83154997,131986.0,2021-52,9551910.0,Epidemic intelligence national data,478.264703683412,2.6796683307754603
TUR,deaths,2021,52,True,Turkey,Europe,83154997,1275.0,2021-52,82635.0,Epidemic intelligence national data,28.7535335970248,1.458691223891334
TWN,cases,2021,52,True,Taiwan,Asia,23816775,74.0,2021-52,17095.0,Epidemic intelligence national data,1.17144323696218,0.06872124942350404
TWN,deaths,2021,52,True,Taiwan,Asia,23816775,2.0,2021-52,850.0,Epidemic intelligence national data,0.0,-inf
