country_code,indicator,year,weeknum,last_year,country,continent,population,weekly_count,year_week,cumulative_count,source,rate_14_day,log_scale
TZA,cases,2021,52,True,United Republic Of Tanzania,Africa,59734213,174.0,2021-52,29306.0,Epidemic intelligence national data,4.72593486751052,0.6744877319227371
TZA,deaths,2021,52,True,United Republic Of Tanzania,Africa,59734213,0.0,2021-52,737.0,Epidemic intelligence national data,0.050222474681302,-1.29910189150452
UGA,cases,2021,52,True,Uganda,Africa,45741000,1010.0,2021-52,146030.0,Epidemic intelligence national data,36.9471590039571,1.5675810495957962
UGA,deaths,2021,52,True,Uganda,Africa,45741000,3.0,2021-52,3306.0,Epidemic intelligence national data,0.743315624931681,-0.12882673797562222
UKR,cases,2021,52,True,Ukraine,Europe,43733759,47522.0,2021-52,3676342.0,Epidemic intelligence national data,150.124301000515,2.176450998280565
UKR,deaths,2021,52,True,Ukraine,Europe,43733759,2047.0,2021-52,96301.0,Epidemic intelligence national data,69.4886529191328,1.8419138926917138
URY,cases,2021,52,True,Uruguay,America,3473727,2102.0,2021-52,416970.0,Epidemic intelligence national data,349.739631237573,2.5437448477870035
URY,deaths,2021,52,True,Uruguay,America,3473727,11.0,2021-52,6177.0,Epidemic intelligence national data,6.04538007736359,0.7814236104594378
USA,cases,2021,52,True,United States Of America,America,331002647,925536.0,2021-52,55114128.0,Epidemic intelligence national data,1289.17005307211,3.11031020846255
USA,deaths,2021,52,True,United States Of America,America,331002647,9091.0,2021-52,826065.0,Epidemic intelligence national data,59.2986194457835,1.773044582503259
UZB,cases,2021,52,True,Uzbekistan,Asia,33469199,1310.0,2021-52,199182.0,Epidemic intelligence national data,5.71869078790921,0.7572966146905371
UZB,deaths,2021,52,True,Uzbekistan,Asia,33469199,21.0,2021-52,1485.0,Epidemic intelligence national data,0.717077214784853,-0.14443407703868225
VAT,cases,2021,52,True,Holy See,Europe,809,0.0,2021-52,26.0,Epidemic intelligence national data,0.0,-inf
VAT,deaths,2021,52,True,Holy See,Europe,809,0.0,2021-52,0.0,Epidemic intelligence national data,0.0,-inf
VCT,cases,2021,52,True,Saint Vincent And The Grenadines,America,110947,36.0,2021-52,5991.0,Epidemic intelligence national data,210.010185043309,2.322240357595085
VCT,deaths,2021,52,True,Saint Vincent And The Grenadines,America,110947,0.0,2021-52,83.0,Epidemic intelligence national data,54.0798759768178,1.7330356869527102
VEN,cases,2021,52,True,Venezuela,America,28435943,2545.0,2021-52,443612.0,Epidemic intelligence national data,8.38375572774218,0.923438616056741
VEN,deaths,2021,52,True,Venezuela,America,28435943,39.0,2021-52,5316.0,Epidemic intelligence national data,1.33633690291192,0.12591596160535093
VGB,cases,2021,52,True,British Virgin Islands,America,30237,47.0,2021-52,3071.0,Epidemic intelligence national data,601.911565300791,2.779532688063219
VGB,deaths,2021,52,True,British Virgin Islands,America,30237,0.0,2021-52,39.0,Epidemic intelligence national data,0.0,-inf
VIR,cases,2021,52,True,United States Virgin Islands,America,104423,69.0,2021-52,10290.0,Epidemic intelligence national data,2498.4917115961,3.39767791306856
VIR,deaths,2021,52,True,United States Virgin Islands,America,104423,0.0,2021-52,89.0,Epidemic intelligence national data,9.57643431044885,0.9812038339683404
VNM,cases,2021,52,True,Vietnam,Asia,97338583,112050.0,2021-52,1778976.0,Epidemic intelligence national data,245.018976699096,2.3891997217381777
VNM,deaths,2021,52,True,Vietnam,Asia,97338583,1485.0,2021-52,33021.0,Epidemic intelligence national data,35.4946609403591,1.55016303196998
VUT,cases,2021,52,True,Vanuatu,Oceania,307150,1.0,2021-52,7.0,Epidemic intelligence national data,0.0,-inf
VUT,deaths,2021,52,True,Vanuatu,Oceania,307150,0.0,2021-52,0.0,Epidemic intelligence national data,0.0,-inf
WLF,cases,2021,52,True,Wallis And Futuna,Oceania,11246,0.0,2021-52,454.0,Epidemic intelligence national data,0.0,-inf
WLF,deaths,2021,52,True,Wallis And Futuna,Oceania,11246,0.0,2021-52,7.0,Epidemic intelligence national data,0.0,-inf
WSM,cases,2021,52,True,Samoa,Oceania,198410,1.0,2021-52,2.0,Epidemic intelligence national data,0.0,-inf
WSM,deaths,2021,52,True,Samoa,Oceania,198410,0.0,2021-52,0.0,Epidemic intelligence national data,0.0,-inf
XKX,cases,2021,52,True,Kosovo,Europe,1795666,57.0,2021-52,161598.0,Epidemic intelligence national data,18.5446513995364,1.26821867391803
XKX,deaths,2021,52,True,Kosovo,Europe,1795666,2.0,2021-52,2991.0,Epidemic intelligence national data,1.11379287684904,0.046804436075694
YEM,cases,2021,52,True,Yemen,Asia,29825968,32.0,2021-52,10130.0,Epidemic intelligence national data,0.0972307084886566,-1.0121965496734797
YEM,deaths,2021,52,True,Yemen,Asia,29825968,5.0,2021-52,1984.0,Epidemic intelligence national data,0.268222644106639,-0.571504560580492
ZAF,cases,2021,52,True,South Africa,Africa,59308690,140577.0,2021-52,3468079.0,Epidemic intelligence national data,269.783399363567,2.431015222627923
ZAF,deaths,2021,52,True,South Africa,Africa,59308690,211.0,2021-52,91198.0,Epidemic intelligence national data,14.3317952225888,1.1563005941957856
ZMB,cases,2021,52,True,Zambia,Africa,18383956,5431.0,2021-52,259677.0,Epidemic intelligence national data,234.818882290623,2.3707330165317333
ZMB,deaths,2021,52,True,Zambia,Africa,18383956,9.0,2021-52,3743.0,Epidemic intelligence national data,3.48129640867287,0.5417410020750602
ZWE,cases,2021,52,True,Zimbabwe,Africa,14862927,25656.0,2021-52,214878.0,Epidemic intelligence national data,148.571004890221,2.171934060804994
ZWE,deaths,2021,52,True,Zimbabwe,Africa,14862927,49.0,2021-52,5032.0,Epidemic intelligence national data,16.4839671216847,1.2170617396255943
